type;id;currency_salary;salary_from;salary_to
b2b;leovegas-it-team-lead-core;pln;28000;35000
b2b;brainshare-saldeosmart-java-developer-angular-regular-krakow;pln;16000;20000
permanent;brainshare-saldeosmart-java-developer-angular-regular-krakow;pln;13000;17000
b2b;lite-e-commerce-devops-engineer;pln;14000;24000
b2b;halfing-petersen-architekt-systemu;pln;20000;26000
permanent;halfing-petersen-architekt-systemu;pln;20000;26000
b2b;livechat-software-sa-security-specialist-wroclaw;;;
permanent;polskie-eplatnosci-s-a-project-manager;pln;10000;16000
b2b;halfing-petersen-it-project-manager;pln;16000;24000
permanent;halfing-petersen-it-project-manager;pln;16000;24000
b2b;customertimes-java-developer-senior;usd;4900;6000
b2b;exness-senior-golang-developer;eur;5000;7500
b2b;halfing-petersen-tester-manualny;pln;10000;12000
permanent;halfing-petersen-tester-manualny;pln;10000;12000
b2b;arla-specialist-edi-and-integration-gdansk;;;
permanent;arla-specialist-edi-and-integration-gdansk;;;
permanent;payback-senior-java-developer-warszawa;;;
b2b;in4ge-sp-z-o-o-vr-unity-developer;pln;11500;22000
permanent;trueblue-data-analytics-engineer;pln;14000;21000
permanent;trueblue-lead-data-analytics-engineer;pln;22000;28000
b2b;virtuslab-data-engineer;pln;26000;31000
permanent;virtuslab-data-engineer;pln;20000;24000
b2b;mpc-it-project-manager-katowice;pln;13000;16000
permanent;mpc-it-project-manager-katowice;pln;10790;13280
permanent;atos-sap-bw-consultant-c7c88a8b-fa5e-461c-8468-51b4ae3d9aca;;;
b2b;leovegas-backend-engineer-cat;pln;27000;32000
permanent;exness-salesforce-team-lead;eur;7000;9000
b2b;itds-mainframe-technical-lead-warszawa;pln;22000;28000
permanent;itds-mainframe-technical-lead-warszawa;pln;16000;20000
b2b;atos-postgresql-mysql-database-administrator;;;
permanent;atos-postgresql-mysql-database-administrator;;;
permanent;mettler-toledo-data-center-operations-expert-team-lead-warszawa;pln;18000;26000
b2b;vectra-s-a-administrator-systemu-erp;pln;10000;13000
b2b;alter-solutions-polska-database-administrator-warszawa;pln;16800;20200
permanent;softsystem-sp-z-o-o-support-engineer-warszawa;;;
permanent;cognizant-technology-solutions-business-analyst-gdansk;;;
b2b;skills-matter-senior-it-storage-specialist;;;
b2b;golem-factory-gmbh-senior-backend-software-engineer-node-js;pln;24000;36000
permanent;qualtrics-senior-software-engineer-8293a219-e058-426d-b0f0-1e8d4a1d167f;;;
b2b;the-dots-connected-frontend-developer-react;pln;15120;20160
b2b;the-dots-connected-senior-net-developer;pln;21000;25200
b2b;the-dots-connected-net-developer-mid-warszawa;pln;15120;20160
permanent;lingventa-sp-z-o-o-frontend-developer;pln;10000;12500
permanent;qualtrics-software-test-engineer-c463b95a-b1c9-46fe-a25d-7cbae49fd98c;;;
permanent;locon-sp-z-o-o-junior-qa-engineer;;;
b2b;locon-sp-z-o-o-junior-qa-engineer;;;
permanent;creative-ideas-sp-z-o-o-cyber-security-engineer-endpoint;pln;15000;20000
b2b;ping-remote-front-end-developer;pln;16000;25000
b2b;kaft-remote-angular-developer;pln;21000;28000
b2b;housecall-pro-senior-quality-engineer-warsaw;usd;5500;8000
permanent;affirm-engineering-manager-comms-platform-warszawa;pln;25792;32233
b2b;skillspark-qa-automation-engineer;eur;5120;6080
b2b;ligo-headhunters-business-development-manager;pln;13000;20000
permanent;printbox-devops-engineer-katowice;pln;12000;19000
b2b;printbox-devops-engineer-katowice;pln;12000;19000
permanent;affirm-product-designer;pln;16433;20125
permanent;phoenix-contact-bi-developer-data-analyst-poznan;;;
permanent;affirm-senior-product-designer;pln;22042;27550
b2b;curulis-net-backend-developer-mid-senior;pln;13000;22000
permanent;curulis-net-backend-developer-mid-senior;pln;11000;18200
b2b;curulis-frontend-developer-mid-senior;pln;13000;22000
permanent;curulis-frontend-developer-mid-senior;pln;11000;18200
permanent;sigma-software-data-engineering-tl-adtech-location;;;
b2b;sigma-software-data-engineering-tl-adtech-location;;;
permanent;iteger-sp-z-o-o-specjalista-ds-comarch-erp-optima-xl;;;
permanent;playtika-2d-artist-warszawa;;;
permanent;six-cloud-secops-engineer-08662e13-698f-4383-a09f-7fcdc12914e7;;;
permanent;affirm-staff-software-engineer-backend-warszawa;pln;25791;32233
b2b;cleeng-sp-z-o-o-remote-senior-qa-engineer;pln;16000;18000
permanent;cleeng-sp-z-o-o-remote-senior-qa-engineer;pln;15000;16500
b2b;neontri-regular-ios-developer-krakow;pln;17000;22000
permanent;affirm-engineering-manager-comms-platform;pln;25792;32233
permanent;wipro-senior-devops-engineer;;;
permanent;systemeg-sp-z-o-o-czlowiek-orkiestra-javascript-developer;pln;5000;10000
permanent;wipro-senior-cloud-developer;;;
permanent;wipro-devops-engineer;;;
permanent;wipro-cloud-developer;;;
b2b;itligent-salesforce-developer;eur;6200;6700
permanent;jober24-full-stack-devops;eur;6000;7000
permanent;accenture-senior-abap-developer;;;
b2b;nowa-era-sp-z-o-o-fullstack-developer;;;
b2b;churchdesk-senior-backend-engineer-remote-ok;eur;4500;5000
b2b;mev-firmware-engineer;usd;3500;5500
b2b;fabrity-sp-z-o-o-dwh-developer-analyst-b50ccbbc-6e0e-4f1f-baf2-80e7bbc0c8f5;pln;22000;26000
b2b;global4net-senior-frontend-developer-react-wroclaw;pln;16000;20000
b2b;cleeng-sp-z-o-o-remote-php-developer;pln;11000;17000
permanent;cleeng-sp-z-o-o-remote-php-developer;pln;10000;15000
permanent;nokia-devops-engineer-e64ba401-8322-476e-8e5f-5043104ee5e8;;;
permanent;nokia-senior-devops-engineer-wroclaw;;;
permanent;nokia-senior-c-developer-c4484b21-7cf4-4842-869a-074ade0aa12e;;;
permanent;nokia-c-developer-6b381b65-9260-450a-b544-8940bc0f6bc8;;;
permanent;g-l-consulting-group-tibco-systems-administrator;pln;20000;35000
b2b;g-l-consulting-group-full-stack-developer;pln;20000;26000
permanent;g-l-consulting-group-full-stack-developer;pln;20000;26000
permanent;g-l-consulting-group-selenium-automation-qa-tester;pln;18000;25000
b2b;g-l-consulting-group-selenium-automation-qa-tester;pln;18000;24999
b2b;mudita-qa-enginner;pln;10000;15000
permanent;mudita-qa-enginner;pln;9000;13000
b2b;j-labs-automation-test-engineer;pln;20160;24360
permanent;j-labs-automation-test-engineer;pln;15000;18500
permanent;akademia-gorniczo-hutnicza-w-krakowie-inzynier-bezpieczenstwa-aplikacji-krakow;pln;8000;14000
b2b;bergman-engineering-junior-embedded-software-developer;pln;15000;17000
permanent;opstalent-senior-net-developer-d2a55212-9f92-49e2-bfb8-ee80c229aa4d;pln;15000;20000
b2b;setapp-data-analyst;pln;11000;18000
permanent;ing-poland-hubs-way-of-working-coach-agile-coach-warszawa;;;
permanent;ing-poland-hubs-streaming-data-engineer-datalake;;;
b2b;silent-eight-it-specialist;pln;6000;9000
b2b;lionbridge-test-automation-engineer;pln;16000;20000
permanent;lionbridge-test-automation-engineer;pln;15000;19000
permanent;qualtrics-software-support-engineer-krakow;;;
b2b;7n-ios-developer-warszawa;pln;23520;28560
b2b;ciklum-middle-asset-producer;eur;1400;1700
b2b;videoslots-ltd-mid-level-backend-developer-php;eur;3300;4000
b2b;videoslots-ltd-senior-app-developer-flutter;eur;5000;5400
b2b;videoslots-ltd-senior-backend-developer-php;eur;4166;4580
b2b;stratslab-devops-engineer-warszawa;pln;20000;40000
permanent;circle-k-business-centre-senior-loyalty-analyst;;;
permanent;cisco-systems-support-engineer-dc-routing-switching-zielona-gora;pln;15000;20000
permanent;cisco-systems-technical-consulting-engineer-lan-katowice;pln;14000;18500
permanent;grh-polska-programista-embedded-c-c-c-python-krakow;;;
b2b;from-poland-with-dev-java-developer-hcl-ibm-malo-spotkan-krakow;pln;20000;30000
permanent;from-poland-with-dev-java-developer-hcl-ibm-malo-spotkan-krakow;pln;18000;27000
b2b;livechat-software-sa-security-specialist;;;
permanent;samsung-r-d-institute-poland-sqa-tester-with-italian;;;
permanent;alcon-business-analyst;;;
mandate_contract;samsung-r-d-institute-poland-java-intern-in-samsung-health-project;;;
permanent;samsung-r-d-institute-poland-sqa-tester-with-spanish;;;
b2b;kitopi-senior-platform-backend-developer-warszawa;pln;20000;28000
permanent;kitopi-senior-platform-backend-developer-warszawa;pln;16500;23100
b2b;direct-communication-senior-qa-engineer;pln;23500;25000
permanent;direct-communication-senior-qa-engineer;pln;18000;19000
b2b;devspire-senior-ui-web-designer-warszawa;pln;16000;26000
b2b;alcon-senior-hybris-developer-sap-commerce;;;
permanent;alcon-senior-hybris-developer-sap-commerce;;;
b2b;direct-communication-qa-engineer-1911af15-6d33-4ef9-a82f-22d25cb56a9a;pln;20000;21500
permanent;direct-communication-qa-engineer-1911af15-6d33-4ef9-a82f-22d25cb56a9a;pln;15500;16500
permanent;samsung-r-d-institute-poland-sqa-tester-with-german;;;
b2b;link-group-senior-lead-android-engineer;usd;7200;8200
permanent;link-group-senior-lead-android-engineer;usd;6500;7300
b2b;zen-com-php-developer;pln;18000;23000
permanent;zen-com-php-developer;pln;14000;19000
permanent;bayer-sp-z-o-o-product-specialist;pln;12000;22000
permanent;bayer-sp-z-o-o-platform-engineer;pln;16000;28000
permanent;bayer-sp-z-o-o-senior-software-engineer-integration;pln;16000;28000
permanent;bayer-sp-z-o-o-senior-data-scientist;pln;16000;28000
permanent;bayer-sp-z-o-o-senior-analytics-consultant;pln;16000;28000
b2b;global4net-project-manager-wroclaw;;;
permanent;samsung-r-d-institute-poland-sqa-tester-with-french;;;
b2b;sopra-steria-lead-net-developer;pln;20000;25000
permanent;sopra-steria-lead-net-developer;pln;14000;20000
b2b;pragmile-data-analyst-qlik;pln;21840;23520
b2b;finestmedia-mid-senior-fullstack-java-developer;pln;18000;25000
permanent;simplicity-recruitment-active-directory-expert;pln;24000;26001
permanent;spartez-an-appfire-company-expert-software-engineer;pln;32000;42000
b2b;appchance-it-project-manager;pln;8000;14000
permanent;studocu-senior-devops-engineer-docker-aws-amsterdam;eur;5000;6667
permanent;cbre-business-services-organisation-senior-environmental-data-analyst;;;
b2b;drata-software-engineer-in-test-krakow;usd;5416;6666
b2b;silent-eight-solutions-engineer-d20b3f06-cf3c-47c2-89df-7f6dc1f144eb;pln;11000;18000
b2b;devire-fullstack-developer-net-angular-warszawa;pln;23520;28560
permanent;joynext-specjalista-it-9406fd5c-b051-4540-8ce4-877adee4e6c7;;;
permanent;joynext-specjalista-it-2d7ebf39-f97a-46dc-81e4-433adab4ac81;;;
permanent;mbank-administrator-ka-it-warszawa;;;
b2b;codilime-senior-golang-software-engineer;pln;20500;30000
b2b;bluesoft-senior-python-developer-warszawa;pln;20160;26880
b2b;accenture-delivery-lead-project-manager-in-data-ai;;;
permanent;accenture-delivery-lead-project-manager-in-data-ai;;;
permanent;smartbear-junior-customer-support-engineer-c1545589-5698-4ba9-8f96-4cd362869160;pln;6000;7000
b2b;divante-it-project-manager-rzeszow;pln;7000;13000
permanent;divante-it-project-manager-rzeszow;pln;5800;10300
b2b;rescompany-systems-project-coordinator;pln;12000;18000
b2b;maxio-front-end-engineer;pln;18000;27000
permanent;maxio-front-end-engineer;pln;18000;27000
permanent;ppg-quality-assurance-specialist-wroclaw;;;
permanent;affirm-engineering-manager-financial-crimes-6a3a7184-7105-47b6-a3ef-982eb11ac41b;pln;25000;32000
permanent;wsb-poznan-specjalista-administrator-serwerow-2c7887f8-2d81-438f-8451-f53078974a23;;;
permanent;affirm-technical-lead-backend-debit-wroclaw;pln;25792;32233
b2b;emagine-polska-project-manager-warszawa;pln;21000;24360
b2b;clickup-site-reliability-engineer;pln;23500;47000
permanent;nov-network-engineer-gdansk;;;
permanent;affirm-engineering-manager-dev-productivity-be3c4025-bb5c-405d-806c-d370b595d903;pln;25791;32233
b2b;schenker-technology-center-sp-z-o-o-cloud-engineer-aws-linux;;;
permanent;schenker-technology-center-sp-z-o-o-cloud-engineer-aws-linux;;;
b2b;schenkertechnologycenter-warsaw-sp-zo-o-digital-experience-specialist-warszawa;;;
permanent;schenkertechnologycenter-warsaw-sp-zo-o-digital-experience-specialist-warszawa;;;
b2b;flying-bisons-frontend-developer-56c68c6b-3de1-4c01-b696-a03e2635b25c;pln;9000;15000
b2b;htd-health-senior-ux-ui-designer;pln;16000;23000
permanent;htd-health-senior-ux-ui-designer;pln;13300;19180
permanent;affirm-engineering-manager-backend-collections-wroclaw;pln;25792;32233
b2b;pearson-sr-mid-ai-scientist-with-psychometrics;pln;15000;20000
permanent;nov-network-engineer-1c536478-b57d-49bf-b225-f568119f06ed;;;
b2b;global4net-analityk-biznesowy-a8cb1125-7e73-4d21-b125-464dc97d2785;;;
permanent;falck-it-poland-sp-z-o-o-it-contract-manager-warszawa;pln;17000;19000
b2b;euvic-s-a-mid-senior-devops-engineer;pln;16800;25200
permanent;euvic-s-a-mid-senior-devops-engineer;pln;12200;18700
permanent;oknoplast-mlodszy-analityk-it;;;
b2b;dcg-senior-sap-sd-consultant;pln;30000;32000
b2b;silvair-python-developer-krakow;pln;12000;19000
permanent;bayer-sp-z-o-o-digital-lead-distribution-warszawa;pln;22000;36000
permanent;wsb-poznan-specjalista-administrator-serwerow-chorzow;;;
b2b;awaken-realms-unity-developer-7ab69628-cf36-4eea-b6a8-5581d1426bcf;pln;12000;18000
permanent;posti-application-specialist-a7d86872-8cc2-4272-8927-8a0d95b755fc;;;
permanent;affirm-sr-staff-engineer-backend-dev-prod-c2347a9a-388a-4aa1-933b-4194fd0b2d09;pln;30175;37717
b2b;in4ge-sp-z-o-o-analityk-biznesowy-krakow;pln;9000;18000
permanent;affirm-software-engineer-backend-ml-platform-wroclaw;pln;18840;23550
b2b;new-invest-it-scrum-master;pln;15000;18000
permanent;new-invest-it-scrum-master;pln;12000;15000
permanent;necto-s-a-junior-net-developer;pln;5000;9000
b2b;alter-solutions-polska-java-developer-1221047b-c6ad-408e-a6f0-8d4acc24d617;pln;20800;25600
b2b;polska-grupa-lotnicza-administrator-sap-basis-warszawa;;;
b2b;sigma-it-poland-pmo-specialist-warszawa;pln;7000;9500
permanent;sigma-it-poland-pmo-specialist-warszawa;pln;6000;9000
permanent;affirm-engineering-manager-fullstack-debit-krakow;pln;25792;32233
permanent;payback-devops-systems-engineer;;;
permanent;affirm-sr-software-engineer-backend-debit-wroclaw;pln;22042;27550
permanent;promethean-world-software-engineer-android;;;
b2b;sopra-steria-sap-fullstack-abap-ui5-developer;pln;16000;27000
permanent;sopra-steria-sap-fullstack-abap-ui5-developer;pln;12000;20000
permanent;hireone-it-recruitment-software-architect-warszawa;pln;23000;30000
b2b;idcom-group-sp-z-o-o-junior-developer-python;pln;3000;6000
b2b;flexiproject-analityk-systemowy;pln;10000;15000
permanent;affirm-technical-lead-mobile-debit-wroclaw;pln;25792;32233
b2b;itds-fullstack-developer-banking-it-hub;pln;20000;26000
b2b;gardocki-kancelaria-fullstack-developer;;;
b2b;netguru-erp-consultant;pln;21100;37500
b2b;experis-manpower-group-network-reliability-engineer;pln;24360;26380
b2b;experis-manpower-group-servicenow-application-developer;pln;16000;21000
b2b;schenkertechnologycenter-warsaw-sp-zo-o-digital-experience-specialist-6cbc7674-bd91-4a75-ad12-c22056276bc0;;;
permanent;schenkertechnologycenter-warsaw-sp-zo-o-digital-experience-specialist-6cbc7674-bd91-4a75-ad12-c22056276bc0;;;
b2b;flexiproject-fullstack-net-developer;pln;10000;16000
permanent;bayer-sp-z-o-o-information-classification-manager;pln;16000;28000
permanent;creatuity-php-developer-poznan;pln;23000;26000
b2b;creatuity-php-developer-poznan;pln;23000;26000
b2b;in4ge-sp-z-o-o-etl-developer-krakow;pln;12500;23000
b2b;flying-bisons-tester-4c642fae-29eb-4d83-8b05-7266fc1f2a2b;pln;5000;10000
permanent;pko-bank-polski-programista-java-89566772-4dba-495f-9d3d-2f2ef52edd44;;;
permanent;allegro-data-analyst-allegro-pay-e14429a2-4c93-4ab6-82dd-edd695e7dbe8;;;
b2b;capco-poland-fullstack-react-developer;pln;16800;28560
permanent;bayer-sp-z-o-o-data-scientist-machine-learning;pln;12000;22000
permanent;affirm-staff-software-eng-backend-dev-prod-bf624602-7876-4dca-8508-98513c4aedf1;pln;25791;32233
permanent;randstad-polska-sp-z-o-o-java-developer-d42b2511-c24d-470f-92d2-8250c1f8c2aa;pln;18000;25000
b2b;in4ge-sp-z-o-o-etl-developer-poznan;pln;12500;23000
b2b;experis-manpower-group-database-reliability-engineer;pln;23200;25120
permanent;wsb-poznan-specjalista-administrator-serwerow;;;
mandate_contract;crealogix-java-academy;;;
permanent;affirm-senior-backend-engineer-financial-crimes-39789582-0cf8-47d9-a667-2d29d14e4e9c;pln;22000;27000
permanent;bayer-sp-z-o-o-information-classification-consultant;pln;12000;22000
b2b;in4ge-sp-z-o-o-analityk-biznesowy-gdansk;pln;9000;18000
permanent;citi-senior-front-end-angular-developer;pln;16333;32000
b2b;codilime-senior-devops-engineer;pln;22000;31000
permanent;networkedassets-senior-application-support-engineer;pln;20000;30000
b2b;bms-sp-z-o-o-programista-net-mid-47dd6316-67c5-4cc3-bee9-49cfee7024d7;pln;10000;17000
permanent;bms-sp-z-o-o-programista-net-mid-47dd6316-67c5-4cc3-bee9-49cfee7024d7;pln;8400;14000
b2b;makeitright-analityk-danych;pln;22000;26880
b2b;emagine-polska-sap-cloud-developer;pln;30240;33600
b2b;egnyte-poland-senior-javascript-engineer-node-react-poznan;pln;16000;24000
b2b;egnyte-poland-staff-engineer;;;
b2b;dataedo-projektant-aplikacji-do-meta-danych;pln;15000;18000
permanent;dataedo-projektant-aplikacji-do-meta-danych;pln;12500;15000
b2b;dataedo-product-lead-gdansk;pln;22000;28000
permanent;dataedo-product-lead-gdansk;pln;18000;23000
b2b;zgoda-net-specjalista-it-helpdesk-1-2l;;;
permanent;prolight-sp-z-o-o-administrator-systemow-it;;;
permanent;wp-engine-senior-software-engineer-apis;;;
permanent;telbud-sa-net-backend-developer;pln;6500;7500
b2b;sii-servicenow-developer-502f7353-e0b9-4105-9cb5-7787bd25cd44;pln;16000;30000
permanent;sii-servicenow-developer-502f7353-e0b9-4105-9cb5-7787bd25cd44;pln;16000;23000
permanent;ipf-digital-senior-data-analyst-warszawa;;;
permanent;exatel-s-a-koordynator-prac-badawczo-rozwojowych-warszawa;;;
b2b;dataedo-product-lead-warszawa;pln;22000;28000
permanent;dataedo-product-lead-warszawa;pln;18000;23000
b2b;speednet-java-developer;pln;15000;20000
b2b;system-verification-test-automation-engineer-with-python;pln;20500;24000
b2b;airhelp-ruby-software-engr-gdansk;pln;16000;27000
permanent;airhelp-ruby-software-engr-gdansk;pln;14000;22000
permanent;micro-solutions-php-developer-6ca83494-de5f-4840-9763-ec6559b1965e;;;
b2b;micro-solutions-php-developer-6ca83494-de5f-4840-9763-ec6559b1965e;;;
b2b;power-diary-software-engineer-4ad61d48-c82a-44e4-a086-f3367b750662;;;
b2b;power-diary-devops-engineer;;;
b2b;power-diary-graphic-designer-work-from-home;;;
b2b;power-diary-senior-devops-engineer-work-from-home;;;
b2b;7n-pl-sql-developer-mid;pln;19318;21839
b2b;power-diary-software-engineer-1baf9f8e-757d-4c42-a86c-1ac390bc95a0;;;
mandate_contract;samsung-r-d-institute-poland-internship-technical-support-intern;;;
permanent;six-data-scientist;;;
b2b;beesafe-analityk-biznesowy-f2904b78-f2c3-495d-a349-0b80f02f50b7;pln;12000;16000
b2b;asseco-business-solutions-programista-sql-c-37803c56-f6d5-4bde-8e44-0122334913e8;;;
permanent;asseco-business-solutions-programista-sql-c-37803c56-f6d5-4bde-8e44-0122334913e8;;;
permanent;infor-product-design-team-lead;pln;19000;23000
permanent;ing-poland-hubs-product-owner-data-analytics-platform;;;
